epic, cmapaign, cdpp_6 [ppm], duration [days]
201272921, 1, 213.70805, 80.072452,
201272989, 1, 194.24631, 80.072510,
201273122, 1, 321.99475, 80.072312,
201273299, 1, 106.06745, 80.072446,
201273850, 1, 5955.1123, 80.072299,
201273936, 1, 679.61957, 80.072304,
201273937, 1, 790.95605, 80.072304,
201274029, 1, 1457.9569, 80.072467,
201274176, 1, 535.68573, 80.072306,
201274921, 1, 2983.7283, 80.072300,
201275006, 1, 295.50839, 80.072465,
201275184, 1, 1964.7368, 80.052060,
201275219, 1, 414.53012, 80.072298,
201275488, 1, 645.52271, 80.072292,
201275645, 1, 274.35739, 80.072456,
201275887, 1, 877.00830, 80.072488,
201275920, 1, 162.57758, 80.072488,
201276142, 1, 96.005768, 80.072453,
201276227, 1, 579.94098, 80.072302,
201276278, 1, 257.57620, 80.072514,
201276503, 1, 229.92332, 80.072303,
201276544, 1, 1199.3569, 80.072308,
201276676, 1, 660.24182, 80.072290,
201276706, 1, 266.74207, 80.072461,
201276841, 1, 805.42871, 80.072289,
201276990, 1, 2553.9353, 80.072301,
201277067, 1, 3634.8889, 80.072500,
201277477, 1, 1760.6239, 80.072453,
201278022, 1, 448.61108, 80.072311,
201278080, 1, 157.42705, 80.072310,
201278191, 1, 806.14136, 80.072513,
201278917, 1, 683.51617, 80.072460,
201278952, 1, 636.65039, 80.072458,
201278995, 1, 794.20404, 80.072298,
201279154, 1, 1577.9131, 80.072309,
201279671, 1, 1266.3110, 80.072309,
201279762, 1, 4175.6665, 80.072448,
201279772, 1, 1959.4850, 80.072499,
201279841, 1, 536.09857, 80.072474,
201280266, 1, 296.59641, 80.072494,
201280267, 1, 1940.5708, 80.072488,
201280771, 1, 2251.6506, 80.072474,
201280852, 1, 742.72284, 80.072489,
201280924, 1, 381.12671, 80.072363,
201281436, 1, 1205.8879, 80.072493,
201281720, 1, 402.82373, 80.072287,
201281728, 1, 358.36371, 80.072293,
201281761, 1, 3652.0557, 80.072462,
201281812, 1, 2699.1726, 80.072292,
201282142, 1, 1618.5237, 80.072492,
201282160, 1, 1287.3444, 80.072291,
201282712, 1, 522.52832, 80.072287,
201283224, 1, 786.66693, 80.072300,
201283226, 1, 1480.1307, 80.072445,
201283289, 1, 312.78137, 80.072447,
201283350, 1, 225.26804, 80.072504,
201283427, 1, 449.43185, 80.072292,
201283522, 1, 2025.3058, 80.072292,
201283631, 1, 5029.4868, 80.072463,
201283765, 1, 98.896347, 80.072295,
201283944, 1, 2270.5708, 80.072444,
201284091, 1, 624.61804, 80.072473,
201284286, 1, 410.12332, 80.072287,
201284461, 1, 302.94577, 80.072504,
201284522, 1, 1945.1941, 80.072287,
201284880, 1, 3352.6394, 80.072505,
201285108, 1, 628.83209, 80.072503,
201285120, 1, 1119.6993, 80.072507,
201285430, 1, 245.50999, 80.072293,
201285561, 1, 936.41986, 80.072494,
201285801, 1, 821.84796, 80.072494,
201286039, 1, 3075.3984, 80.072353,
201286168, 1, 154.61990, 80.072453,
201286208, 1, 3542.2268, 80.072511,
201286402, 1, 2988.4482, 80.072502,
201286627, 1, 216.54688, 80.072355,
201286827, 1, 275.17661, 80.072350,
201286870, 1, 693.53119, 80.072453,
201287376, 1, 70.990021, 80.072447,
201287495, 1, 198.11342, 80.072471,
201287666, 1, 2965.5215, 80.072291,
201287819, 1, 32.553329, 79.970129,
201287856, 1, 290.23914, 80.072350,
201288069, 1, 1828.4115, 80.072483,
201288076, 1, 557.11676, 80.072288,
201288111, 1, 1651.2266, 80.072480,
201288189, 1, 783.90076, 80.072507,
201288195, 1, 708.17206, 80.072486,
201288286, 1, 403.46497, 80.072357,
201288370, 1, 407.45779, 80.072507,
201288428, 1, 423.11322, 80.072461,
201288507, 1, 417.88559, 80.072286,
201288564, 1, 1791.6532, 80.072453,
201289010, 1, 24.571705, 80.072358,
201289115, 1, 91.680420, 80.072353,
201289309, 1, 232.15492, 80.072291,
201289473, 1, 563.33691, 80.072488,
201289623, 1, 2168.7810, 80.072505,
201289860, 1, 3173.8271, 80.072295,
201289938, 1, 452.45319, 79.970199,
201289974, 1, 5610.5884, 80.072286,
201290012, 1, 516.61945, 80.072356,
201290328, 1, 324.66653, 80.072353,
201290406, 1, 623.93109, 80.072292,
201290520, 1, 250.27904, 80.072289,
201290692, 1, 369.03351, 80.072509,
201290978, 1, 448.17612, 80.072345,
201290987, 1, 203.88579, 80.072472,
201291307, 1, 309.78644, 80.072477,
201291574, 1, 711.47870, 80.072293,
201291590, 1, 285.59439, 80.072461,
201291708, 1, 3021.0618, 80.072284,
201291843, 1, 75.142090, 80.072456,
201292159, 1, 500.19180, 80.072457,
201292889, 1, 134.03389, 80.072499,
201293791, 1, 799.69385, 80.072284,
201293919, 1, 410.51584, 80.072486,
201293963, 1, 291.80844, 80.072463,
201294572, 1, 830.40771, 80.072471,
201295097, 1, 1633.5363, 80.072358,
201295200, 1, 225.03880, 80.072462,
201295365, 1, 1799.7864, 80.072507,
201295538, 1, 521.45007, 80.072447,
201295973, 1, 1512.7556, 80.072451,
201295989, 1, 3214.0728, 80.072443,
201296876, 1, 370.55725, 80.072340,
201296996, 1, 654.77484, 80.072284,
201297167, 1, 3555.8093, 80.072352,
201297238, 1, 736.17212, 80.072441,
201297345, 1, 4165.1768, 80.072508,
201297635, 1, 220.69322, 80.072509,
201297647, 1, 320.04733, 80.072348,
201298354, 1, 289.51358, 80.072342,
201298428, 1, 870.48297, 80.072336,
201298654, 1, 613.81812, 80.052050,
201299484, 1, 282.43130, 80.072455,
201300150, 1, 888.19318, 80.072282,
201300200, 1, 555.29150, 80.051913,
201300549, 1, 1676.0068, 80.072488,
201300850, 1, 350.74533, 80.072339,
201300910, 1, 1068.8674, 80.072482,
201301470, 1, 627.43390, 80.072356,
201301892, 1, 2034.7290, 80.072344,
201301932, 1, 2930.0454, 80.072495,
201302050, 1, 687.72687, 80.072505,
201302126, 1, 752.27283, 80.072441,
201302545, 1, 148.12735, 80.072452,
201302685, 1, 414.25003, 80.051898,
201302704, 1, 1013.0403, 80.072475,
201302713, 1, 534.98230, 80.072321,
201302762, 1, 156.88844, 80.072325,
201303221, 1, 786.45691, 80.072320,
201303701, 1, 446.17178, 80.072452,
201303766, 1, 116.99119, 80.072353,
201304153, 1, 99.025200, 80.072336,
201304211, 1, 661.67883, 80.072446,
201304372, 1, 469.41901, 80.072356,
201304556, 1, 479.35480, 80.072451,
201304636, 1, 129.05641, 80.072354,
201304878, 1, 1178.2531, 80.072322,
201305005, 1, 354.71414, 80.072356,
201305027, 1, 582.14032, 80.072322,
201305279, 1, 1191.6836, 80.072323,
201305549, 1, 849.37335, 80.072499,
201305776, 1, 204.85202, 80.072331,
201305785, 1, 423.19611, 80.072340,
201306025, 1, 270.20514, 80.072331,
201306067, 1, 3417.9761, 80.072446,
201306252, 1, 1259.2759, 80.072499,
201306839, 1, 1728.7955, 80.072460,
201307126, 1, 346.33923, 80.072329,
201307364, 1, 686.20465, 80.072315,
201307371, 1, 1570.8796, 80.072497,
201307386, 1, 1042.8346, 80.072494,
201307402, 1, 504.31091, 80.052055,
201307619, 1, 159.38542, 80.072457,
201307969, 1, 509.10736, 80.072343,
201308005, 1, 2238.4771, 80.072450,
201308868, 1, 1278.6481, 80.072498,
201309138, 1, 447.54202, 80.072333,
201309709, 1, 985.34277, 80.072491,
201310032, 1, 819.66559, 80.072491,
201310210, 1, 6940.7671, 80.072488,
201310824, 1, 691.27594, 80.072476,
201311365, 1, 1030.2003, 80.072456,
201311701, 1, 769.72675, 80.072437,
201311785, 1, 137.78421, 80.072336,
201311798, 1, 203.41434, 80.072465,
201312270, 1, 268.61880, 80.072353,
201312334, 1, 659.37738, 80.072450,
201312438, 1, 636.50244, 80.072501,
201312701, 1, 740.13361, 80.072336,
201313122, 1, 353.02719, 80.072356,
201313719, 1, 244.57146, 80.072304,
201314123, 1, 122.84063, 80.072302,
201314315, 1, 646.72668, 80.072497,
201314412, 1, 1086.8514, 80.072482,
201314645, 1, 752.98993, 80.072494,
201314772, 1, 434.72659, 80.072322,
201314832, 1, 5099.4326, 80.072482,
201314976, 1, 215.73007, 80.072490,
201315010, 1, 226.24046, 80.072340,
201315283, 1, 382.91742, 80.072301,
201315423, 1, 464.25900, 80.072321,
201315808, 1, 1857.5913, 80.072445,
201316698, 1, 412.56906, 80.072496,
201317033, 1, 359.70905, 80.072455,
201317160, 1, 380.24228, 80.072304,
201317167, 1, 141.83090, 80.072345,
201317353, 1, 415.38144, 80.072297,
201317923, 1, 2496.3064, 80.072302,
201318587, 1, 113.07114, 80.072354,
201318734, 1, 1996.3525, 80.072466,
201318831, 1, 1686.0826, 80.072347,
201319017, 1, 524.46594, 80.072325,
201319442, 1, 1067.9373, 80.072472,
201319511, 1, 287.54633, 80.072500,
201319823, 1, 1335.8588, 80.072466,
201319890, 1, 2041.8314, 80.072327,
201320016, 1, 440.86664, 80.072316,
201320215, 1, 1641.5256, 80.072440,
201320492, 1, 1046.0437, 80.072325,
201320842, 1, 1493.4058, 80.072484,
201320892, 1, 131.36366, 80.072446,
201320912, 1, 1007.6860, 80.072445,
201321074, 1, 342.03680, 80.072314,
201321113, 1, 1475.0546, 80.072319,
201321206, 1, 503.70834, 80.072294,
201321471, 1, 780.38831, 80.072325,
201321645, 1, 1064.9586, 80.072498,
201321817, 1, 846.50012, 80.072486,
201321887, 1, 3135.3538, 80.072322,
201321930, 1, 203.51984, 80.072319,
201322334, 1, 468.17978, 80.072317,
201322432, 1, 1344.3510, 80.072299,
201322437, 1, 238.78564, 80.072295,
201322441, 1, 159.66800, 80.072343,
201322567, 1, 2841.7114, 80.072486,
201322592, 1, 506.74991, 80.072323,
201322601, 1, 143.06787, 80.072335,
201322759, 1, 545.97949, 80.072294,
201323372, 1, 276.86227, 80.072441,
201323727, 1, 259.52603, 80.072324,
201323936, 1, 1772.0450, 80.072451,
201324042, 1, 169.90433, 80.072453,
201324583, 1, 751.64972, 80.072441,
201324818, 1, 2565.9478, 80.072496,
201325105, 1, 563.28491, 80.072352,
201325113, 1, 393.21033, 80.072328,
201325811, 1, 207.50165, 80.072311,
201326228, 1, 1236.1570, 80.072333,
201326463, 1, 129.59077, 80.072301,
201326656, 1, 742.22699, 80.072317,
201326848, 1, 270.31451, 80.072299,
201326984, 1, 184.97430, 80.072298,
201327334, 1, 343.28018, 80.072313,
201327366, 1, 2266.5947, 80.072286,
201327435, 1, 232.89262, 80.072496,
201327936, 1, 268.96350, 80.072299,
201328142, 1, 727.20563, 80.072451,
201328235, 1, 1273.0623, 80.072309,
201328292, 1, 45.868362, 80.072296,
201328324, 1, 2217.4746, 80.072498,
201328448, 1, 58.002647, 80.072301,
201328954, 1, 273.44714, 80.072292,
201328967, 1, 981.21063, 80.072463,
201329114, 1, 1026.7052, 80.072325,
201329320, 1, 745.51154, 80.072449,
201329557, 1, 461.99792, 80.072495,
201329742, 1, 530.34229, 80.072321,
201329986, 1, 1723.9900, 80.072440,
201330402, 1, 741.83270, 80.072490,
201330892, 1, 421.34674, 80.072282,
201331052, 1, 289.19745, 80.072488,
201331157, 1, 639.92828, 80.072285,
201331771, 1, 276.62222, 80.072476,
201331777, 1, 186.19395, 80.072281,
201332108, 1, 109.72223, 80.072299,
201332112, 1, 849.20691, 80.072469,
201332328, 1, 3216.7896, 80.072321,
201332432, 1, 504.75848, 80.072333,
201332443, 1, 4135.0962, 80.052053,
201332571, 1, 1017.5477, 80.072494,
201332640, 1, 4617.5454, 80.072443,
201332656, 1, 873.24713, 80.072455,
201332868, 1, 194.32224, 80.072279,
201332982, 1, 4296.8398, 80.072441,
201333089, 1, 1028.7592, 80.072480,
201333121, 1, 798.49866, 80.072479,
201333131, 1, 65.826859, 80.072461,
201333279, 1, 92.356979, 80.072323,
201333477, 1, 253.25508, 80.072288,
201333506, 1, 623.31970, 80.072445,
201333877, 1, 677.74573, 80.072335,
201334069, 1, 571.48114, 80.072308,
201334731, 1, 1523.9877, 80.072339,
201334894, 1, 430.34085, 80.072282,
201335609, 1, 765.19714, 80.072282,
201335712, 1, 213.10345, 80.072289,
201335782, 1, 400.55771, 80.072299,
201336581, 1, 789.76660, 80.072329,
201336694, 1, 1397.9735, 80.072483,
201336728, 1, 400.94946, 80.072289,
201336818, 1, 153.38213, 80.072331,
201336833, 1, 1295.9115, 80.072332,
201337101, 1, 773.04358, 80.072315,
201337398, 1, 180.02647, 80.072458,
201337455, 1, 375.58032, 80.072501,
201337826, 1, 296.07333, 80.072486,
201338032, 1, 348.27881, 80.072295,
201338232, 1, 250.87686, 80.072451,
201338283, 1, 1087.6525, 80.072314,
201338814, 1, 797.25348, 80.072500,
201338833, 1, 408.80038, 80.072499,
201338876, 1, 1614.0612, 80.072274,
201339067, 1, 548.21863, 80.072310,
201339075, 1, 95.480408, 80.072459,
201339324, 1, 734.47583, 80.072347,
201339463, 1, 373.79724, 80.072347,
201339560, 1, 1232.0715, 80.072297,
201339675, 1, 541.64349, 80.072321,
201339786, 1, 60.427223, 80.072333,
201339787, 1, 336.50650, 80.072285,
201340144, 1, 606.18433, 80.072442,
201340150, 1, 407.97418, 80.072281,
201340161, 1, 5451.2041, 80.072461,
201340496, 1, 208.14377, 80.072274,
201340621, 1, 1320.4072, 80.072315,
201340642, 1, 187.14732, 80.072274,
201340708, 1, 139.46954, 80.072272,
201340742, 1, 1733.2734, 80.072275,
201340817, 1, 69.379501, 80.072281,
201340840, 1, 1276.3915, 80.072286,
201340913, 1, 2563.7505, 80.072435,
201341109, 1, 369.89685, 80.072307,
201341211, 1, 94.213615, 80.072345,
201341418, 1, 352.30701, 80.072321,
201341491, 1, 565.54004, 79.970183,
201341616, 1, 1735.0282, 80.072297,
201341761, 1, 919.01587, 80.072274,
201341797, 1, 339.13010, 80.072457,
201342342, 1, 565.96136, 80.072291,
201342391, 1, 340.08710, 80.072282,
201342425, 1, 2569.0571, 80.072277,
201342526, 1, 511.90054, 80.072458,
201342647, 1, 1204.3284, 80.072472,
201342693, 1, 182.12654, 80.072295,
201342981, 1, 1110.0890, 80.072472,
201342991, 1, 1481.2219, 80.072490,
201343087, 1, 439.82562, 80.072272,
201343247, 1, 395.29306, 80.072287,
201343268, 1, 739.80530, 80.072433,
201343542, 1, 71.336456, 80.072337,
201344112, 1, 926.24078, 80.072461,
201344270, 1, 2457.7417, 80.072433,
201344288, 1, 1255.4269, 80.072313,
201344465, 1, 4451.3721, 80.072452,
201344589, 1, 284.39798, 80.072440,
201344593, 1, 540.27533, 80.072282,
201344916, 1, 1793.6954, 80.072326,
201345033, 1, 3410.8547, 80.072475,
201345036, 1, 401.96301, 80.072329,
201345264, 1, 1436.7625, 80.072347,
201345486, 1, 2147.3860, 80.072500,
201345564, 1, 481.24081, 80.072439,
201345782, 1, 453.33249, 80.072273,
201345994, 1, 723.63470, 80.072317,
201346348, 1, 1420.6174, 80.072275,
201346542, 1, 915.21686, 80.072279,
201346615, 1, 94.755943, 80.072447,
201346721, 1, 83.741112, 80.072291,
201346728, 1, 623.79517, 80.072292,
201347048, 1, 247.98439, 80.072264,
201347161, 1, 496.62622, 80.072446,
201347260, 1, 208.45993, 80.072293,
201347345, 1, 722.82104, 80.072446,
201347506, 1, 232.80177, 80.072321,
201347536, 1, 712.44110, 80.072265,
201347684, 1, 754.41400, 80.072321,
201347873, 1, 175.43703, 80.072311,
201347904, 1, 102.10691, 80.072264,
201347934, 1, 2117.8071, 80.072281,
201347993, 1, 3324.9236, 80.072500,
201348296, 1, 2422.7236, 80.072265,
201348435, 1, 450.30838, 80.072294,
201348491, 1, 88.387627, 80.072271,
201348937, 1, 855.17572, 80.072284,
201349014, 1, 1424.3407, 80.072332,
201349255, 1, 3690.4102, 80.072478,
201349336, 1, 201.46078, 80.072274,
201350009, 1, 218.91280, 80.072260,
201350037, 1, 474.06168, 80.072309,
201350069, 1, 673.99597, 80.072271,
201350121, 1, 120.31682, 80.072274,
201350186, 1, 1606.7170, 80.072474,
201350469, 1, 319.46481, 80.072337,
201350535, 1, 1894.7683, 80.072459,
201350623, 1, 702.75787, 80.072259,
201350647, 1, 636.12396, 80.072308,
201350744, 1, 650.54858, 80.072437,
201350842, 1, 4850.8491, 80.072481,
201350849, 1, 620.55139, 80.072330,
201351268, 1, 578.61877, 80.072478,
201351312, 1, 350.57913, 80.072314,
201351349, 1, 351.55243, 80.072275,
201352008, 1, 529.23956, 80.072279,
201352021, 1, 77.043091, 80.072344,
201352436, 1, 193.18874, 80.072291,
201352441, 1, 263.07358, 80.072272,
201352470, 1, 248.88596, 80.072281,
201352847, 1, 1264.1464, 80.072293,
201352902, 1, 437.60345, 80.072289,
201353234, 1, 821.91626, 80.072260,
201353317, 1, 596.80792, 80.072474,
201353325, 1, 172.86932, 80.072285,
201353411, 1, 375.97363, 80.072310,
201353543, 1, 312.72528, 80.072486,
201353547, 1, 635.32611, 80.072258,
201353642, 1, 152.84666, 80.072325,
201353703, 1, 130.79901, 80.072307,
201353836, 1, 1223.4240, 80.072274,
201353976, 1, 437.38858, 80.072499,
201353999, 1, 341.90088, 80.072257,
201354131, 1, 1146.7150, 80.072259,
201354200, 1, 83.490540, 80.072325,
201354258, 1, 1527.7145, 80.072485,
201354369, 1, 1944.8381, 80.072458,
201354547, 1, 116.28879, 80.072319,
201354604, 1, 1296.8508, 80.072437,
201354702, 1, 808.38123, 80.072257,
201354795, 1, 156.75214, 80.072431,
201354810, 1, 3489.7417, 80.072466,
201354844, 1, 588.43500, 80.072279,
201354870, 1, 379.80518, 80.072288,
201355138, 1, 336.96799, 80.072276,
201355797, 1, 1035.7942, 80.072479,
201355888, 1, 3074.7939, 80.072452,
201355975, 1, 138.48685, 80.072315,
201355984, 1, 313.35184, 80.072318,
201356035, 1, 471.53391, 80.072276,
201356126, 1, 1413.4891, 80.072267,
201356219, 1, 657.57385, 80.072258,
201356471, 1, 666.09711, 80.072339,
201356648, 1, 419.65268, 80.072295,
201356704, 1, 2157.0923, 80.072278,
201356806, 1, 155.78920, 80.072495,
201356997, 1, 820.82098, 80.072453,
201357252, 1, 891.65649, 80.072322,
201357556, 1, 869.84436, 80.072483,
201357663, 1, 226.68405, 79.970159,
201357822, 1, 2475.7483, 80.072292,
201358149, 1, 722.65057, 80.072437,
201358396, 1, 658.41052, 80.072262,
201358504, 1, 274.64261, 80.072318,
201358515, 1, 273.55032, 80.072330,
201358613, 1, 230.33759, 80.072271,
201358979, 1, 5892.9253, 80.072478,
201359079, 1, 157.32372, 80.072447,
201359129, 1, 255.66580, 80.072261,
201359143, 1, 461.77893, 80.072268,
201359364, 1, 98.548981, 80.072316,
201359834, 1, 225.62465, 80.072317,
201359870, 1, 430.66357, 80.051882,
201359945, 1, 285.84848, 80.072331,
201359969, 1, 2628.4548, 80.072254,
201360083, 1, 500.27798, 80.072444,
201360359, 1, 1822.4551, 80.072345,
201360447, 1, 1129.2557, 80.072256,
201360889, 1, 98.506241, 80.072282,
201361026, 1, 480.66776, 80.051892,
201361113, 1, 210.39485, 80.072480,
201361246, 1, 207.02184, 80.072493,
201361264, 1, 610.36774, 80.072272,
201361339, 1, 88.019310, 80.072309,
201361509, 1, 221.24010, 80.072315,
201361545, 1, 182.98691, 80.072278,
201361574, 1, 114.47420, 80.072272,
201361778, 1, 455.89948, 80.072274,
201362057, 1, 1071.6970, 80.072442,
201362235, 1, 3825.4727, 80.072482,
201362310, 1, 352.36523, 80.072302,
201362329, 1, 567.60620, 80.072432,
201362579, 1, 513.83282, 80.072253,
201362786, 1, 554.74261, 80.072276,
201362882, 1, 219.18242, 80.072303,
201362996, 1, 553.60303, 80.072268,
201363046, 1, 617.01617, 80.072278,
201363329, 1, 569.41467, 80.072306,
201363339, 1, 314.76035, 80.072304,
201363443, 1, 101.80101, 80.072283,
201363588, 1, 234.71303, 80.072260,
201363789, 1, 560.48627, 80.072249,
201364043, 1, 872.30170, 80.072480,
201364218, 1, 536.47552, 80.072316,
201364424, 1, 2091.6394, 80.072311,
201364463, 1, 1571.0784, 80.072318,
201364604, 1, 542.27728, 80.072270,
201364729, 1, 517.90033, 80.072314,
201364747, 1, 71.437950, 80.072272,
201364818, 1, 635.36969, 80.072305,
201365335, 1, 603.36737, 80.072305,
201365451, 1, 207.49895, 80.072482,
201365667, 1, 547.07025, 80.072272,
201365841, 1, 2693.1531, 80.072442,
201366029, 1, 183.07635, 80.072253,
201366070, 1, 804.23248, 80.072457,
201366105, 1, 1219.4874, 80.072475,
201366342, 1, 1891.2767, 80.072293,
201366540, 1, 190.19899, 80.072260,
201366703, 1, 3713.3337, 80.072272,
201366836, 1, 458.43167, 80.072433,
201366884, 1, 133.48250, 80.072288,
201366904, 1, 573.97388, 80.072259,
201367154, 1, 746.70325, 80.072268,
201367475, 1, 459.73441, 80.072271,
201367903, 1, 512.54401, 80.072257,
201367930, 1, 2727.4978, 80.072268,
201368143, 1, 2068.8525, 79.970087,
201368297, 1, 128.12715, 80.072281,
201368398, 1, 486.72687, 80.072311,
201368416, 1, 1844.8174, 80.072248,
201368515, 1, 517.57159, 80.052033,
201368666, 1, 711.55554, 80.072253,
201368694, 1, 97.528259, 80.072273,
201368722, 1, 428.76202, 80.072250,
201369198, 1, 126.68801, 80.072291,
201369243, 1, 404.78540, 80.072341,
201369307, 1, 761.98865, 80.072247,
201369546, 1, 234.18326, 80.072313,
201369674, 1, 1217.7535, 80.072487,
201369762, 1, 2304.2446, 80.072251,
201369836, 1, 233.21913, 79.970168,
201369839, 1, 270.32626, 79.970097,
201369919, 1, 100.44032, 80.072266,
201369983, 1, 168.16655, 80.072440,
201370315, 1, 74.017670, 80.072326,
201370474, 1, 480.39035, 80.072270,
201370664, 1, 389.06656, 80.072250,
201370768, 1, 631.34265, 80.072273,
201370774, 1, 216.59782, 80.072276,
201370789, 1, 420.43512, 80.072268,
201370923, 1, 2772.8159, 80.072436,
201370974, 1, 891.65308, 80.072483,
201371018, 1, 2843.1396, 80.072455,
201371050, 1, 946.82568, 80.072253,
201371362, 1, 1431.5392, 80.072276,
201371379, 1, 153.27448, 80.072253,
201371436, 1, 429.22369, 80.072272,
201371447, 1, 514.38977, 80.072254,
201371754, 1, 851.46411, 80.072453,
201371774, 1, 253.41969, 80.072256,
201371923, 1, 384.25595, 80.072328,
201372026, 1, 461.29721, 80.051824,
201372191, 1, 289.34088, 80.072341,
201372271, 1, 241.26996, 80.072255,
201372403, 1, 905.41003, 80.072467,
201372709, 1, 2017.6534, 80.072306,
201372802, 1, 277.46451, 80.072258,
201372805, 1, 2064.5894, 80.072447,
201373073, 1, 1613.4868, 80.051824,
201373134, 1, 603.48059, 80.072427,
201373150, 1, 1590.8391, 80.072289,
