epic, cmapaign, cdpp_6 [ppm], duration [days]
211485413, 5, 543.16974, 73.860811,
211485787, 5, 860.50403, 73.860811,
211486352, 5, 199.66910, 73.860857,
211487177, 5, 97.632957, 73.860957,
211487301, 5, 158.36319, 73.860835,
211487324, 5, 724.53387, 73.860812,
211487356, 5, 83.887650, 73.860820,
211487360, 5, 274.17725, 73.860810,
211487409, 5, 312.28488, 73.860861,
211487788, 5, 159.16896, 73.860856,
211487795, 5, 369.62869, 73.860814,
211487917, 5, 39.927155, 73.860862,
211488381, 5, 133.81628, 73.860824,
211488632, 5, 176.44073, 73.860835,
211489960, 5, 103.65947, 73.860844,
211490059, 5, 105.12381, 73.860834,
211490244, 5, 1386.7383, 73.860851,
211490351, 5, 699.91370, 73.860809,
211490371, 5, 815.62396, 73.860823,
211490411, 5, 386.88135, 73.860809,
211490469, 5, 215.90767, 73.860809,
211490589, 5, 106.01299, 73.860824,
211490655, 5, 91.295753, 73.860829,
211491129, 5, 178.38951, 73.860827,
211491499, 5, 2056.3271, 73.860817,
211491814, 5, 103.54359, 73.860827,
211492454, 5, 87.064018, 73.860843,
211493309, 5, 2580.9380, 73.860816,
211493616, 5, 115.25681, 73.860944,
211493679, 5, 151.85034, 73.860841,
211493837, 5, 395.22763, 73.840552,
211493843, 5, 180.80775, 73.860819,
211493863, 5, 121.96556, 73.860818,
211493946, 5, 122.83773, 73.860840,
211494245, 5, 231.48193, 73.860809,
211494535, 5, 154.13733, 73.860971,
211494591, 5, 120.33409, 73.860847,
211494780, 5, 87.651825, 73.860864,
211495116, 5, 345.63745, 73.860986,
211495944, 5, 210.39142, 73.860839,
211496134, 5, 137.43411, 73.860863,
211496258, 5, 106.08076, 73.860855,
211496275, 5, 49.219387, 73.860827,
211496287, 5, 62.602612, 73.840535,
211496387, 5, 1983.0801, 73.860849,
211496402, 5, 74.665047, 73.860811,
211496600, 5, 127.80432, 73.860861,
211496918, 5, 458.92892, 73.840378,
211496980, 5, 221.99683, 73.860951,
211497617, 5, 425.54895, 73.860808,
211498678, 5, 296.91254, 73.860827,
211498796, 5, 433.39301, 73.860831,
211499205, 5, 2331.2217, 73.860808,
211499419, 5, 3257.4861, 73.860810,
211499825, 5, 109.35936, 73.860983,
211500358, 5, 722.15454, 73.860810,
211500522, 5, 275.70581, 73.860807,
211500529, 5, 438.34885, 73.860808,
211500549, 5, 255.05394, 73.860807,
211500580, 5, 591.11481, 73.860863,
211500697, 5, 129.22528, 73.860867,
211500881, 5, 91.556511, 73.860839,
211501597, 5, 409.83292, 73.860826,
211501625, 5, 2121.6624, 73.860824,
211501771, 5, 155.89563, 73.860812,
211502201, 5, 254.53142, 73.860940,
211502389, 5, 1495.2853, 73.860812,
211502431, 5, 193.60779, 73.860807,
211502781, 5, 482.22549, 73.860809,
211503218, 5, 753.60321, 73.860958,
211503424, 5, 132.52188, 73.860863,
211503540, 5, 135.20671, 73.860838,
211503572, 5, 414.85785, 73.860815,
211503930, 5, 557.05896, 73.860808,
211504156, 5, 2293.1997, 73.860846,
211504222, 5, 1306.1865, 73.860815,
211504259, 5, 498.52701, 73.860815,
211504416, 5, 384.96979, 73.860809,
211504454, 5, 188.33018, 73.860838,
211505043, 5, 608.13690, 73.840376,
211505134, 5, 1223.9915, 73.860817,
211505370, 5, 107.38188, 73.860807,
211505422, 5, 683.86951, 73.840376,
211505931, 5, 140.37587, 73.860809,
211506276, 5, 317.14038, 73.860985,
211506599, 5, 169.44603, 73.860832,
211507803, 5, 2269.6714, 73.860819,
211508104, 5, 1492.8418, 73.860980,
211508481, 5, 128.29803, 73.860850,
211508502, 5, 248.49478, 73.860822,
211508586, 5, 201.27614, 73.860854,
211508882, 5, 234.06319, 73.860972,
211509375, 5, 109.41750, 73.860844,
211509553, 5, 333.92157, 73.840505,
211509953, 5, 142.02521, 73.860971,
211510187, 5, 2617.9165, 73.860809,
211510432, 5, 131.36345, 73.860826,
211510580, 5, 166.62941, 73.860815,
211510813, 5, 235.57361, 73.860805,
211511279, 5, 385.16891, 73.860831,
211511308, 5, 1190.9698, 73.860974,
211511617, 5, 134.11841, 73.860839,
211511993, 5, 635.77698, 73.860809,
211512078, 5, 91.315041, 73.860808,
211512503, 5, 2681.3855, 73.860830,
211512712, 5, 937.33899, 73.860809,
211512879, 5, 102.56263, 73.860851,
211513097, 5, 266.16672, 73.860852,
211514348, 5, 1527.7568, 73.860827,
211514897, 5, 87.543900, 73.860815,
211515080, 5, 252.58629, 73.860830,
211515499, 5, 117.47848, 73.860949,
211516068, 5, 91.551422, 73.860808,
211516271, 5, 125.16637, 73.860839,
211516594, 5, 100.74889, 73.860829,
211516813, 5, 37.011581, 73.860838,
211516900, 5, 207.09756, 73.860812,
211516987, 5, 144.79553, 73.860816,
211517055, 5, 122.47219, 73.860841,
211517759, 5, 1283.9109, 73.860804,
211518117, 5, 62.692703, 73.860840,
211518706, 5, 106.29495, 73.860805,
211518739, 5, 3577.8662, 73.860822,
211518952, 5, 103.01854, 73.860804,
211519158, 5, 516.52179, 73.860804,
211519903, 5, 80.175987, 73.860847,
211520155, 5, 115.42319, 73.860963,
211520451, 5, 646.98364, 73.840373,
211521033, 5, 150.70013, 73.860827,
211521061, 5, 1861.9446, 73.860836,
211521690, 5, 405.79468, 73.860803,
211522300, 5, 716.51996, 73.860807,
211522623, 5, 806.69873, 73.860803,
211522795, 5, 1364.7233, 73.860850,
211523470, 5, 3208.2378, 73.860807,
211524096, 5, 126.53001, 73.860952,
211524607, 5, 204.81281, 73.860803,
211525023, 5, 470.92609, 73.860803,
211525412, 5, 241.92915, 73.860810,
211525435, 5, 254.48671, 73.819950,
211525644, 5, 541.68719, 73.860803,
211526098, 5, 115.07602, 73.860855,
211526151, 5, 164.24124, 73.840375,
211526372, 5, 2536.4854, 73.860972,
211526901, 5, 271.74002, 73.860864,
211526921, 5, 678.65314, 73.860803,
211526952, 5, 456.56152, 73.860803,
211527044, 5, 1072.8601, 73.840379,
211527740, 5, 153.64955, 73.860958,
211527810, 5, 478.61087, 73.860805,
211528961, 5, 164.21376, 73.860803,
211528996, 5, 491.88345, 73.860815,
211529656, 5, 73.207832, 73.860815,
211529771, 5, 1416.2502, 73.860845,
211530076, 5, 195.16264, 73.860838,
211530375, 5, 254.42030, 73.860803,
211530846, 5, 3323.5188, 73.860814,
211531189, 5, 430.21838, 73.860825,
211531294, 5, 3440.3669, 73.860811,
211531844, 5, 381.51709, 73.860801,
211532120, 5, 493.98898, 73.860805,
211532317, 5, 143.46437, 73.860851,
211532351, 5, 243.13535, 73.860804,
211532458, 5, 360.99875, 73.860822,
211532758, 5, 163.14487, 73.860845,
211532985, 5, 491.10822, 73.860802,
211533343, 5, 235.67526, 73.860947,
211533805, 5, 806.15222, 73.860801,
211533962, 5, 300.69092, 73.860819,
211534335, 5, 1231.2416, 73.860801,
211534632, 5, 56.186363, 73.860819,
211535053, 5, 295.23819, 73.860809,
211535246, 5, 517.69635, 73.860965,
211535450, 5, 270.28909, 73.860803,
211535664, 5, 296.13693, 73.860811,
211537249, 5, 132.70419, 73.860801,
211537849, 5, 648.06635, 73.860803,
211538064, 5, 876.13867, 73.860971,
211538360, 5, 152.65463, 73.860801,
211538454, 5, 88.317451, 73.860944,
211538902, 5, 103.69013, 73.860800,
211538928, 5, 466.80902, 73.860804,
211539536, 5, 354.67096, 73.860838,
211539552, 5, 334.20471, 73.860936,
211539714, 5, 433.99496, 73.860803,
211539849, 5, 100.36731, 73.860938,
211539998, 5, 196.51578, 73.860945,
211540852, 5, 159.51222, 73.860836,
211541590, 5, 173.41620, 73.860983,
211542176, 5, 322.18832, 73.860825,
211542351, 5, 421.99823, 73.860800,
211542481, 5, 184.79770, 73.840509,
211543180, 5, 189.19981, 73.860800,
211543186, 5, 115.26428, 73.860800,
211544054, 5, 684.74268, 73.860803,
211544272, 5, 144.51172, 73.860815,
211544455, 5, 2748.7361, 73.860963,
211544513, 5, 119.69942, 73.860801,
211545013, 5, 109.73169, 73.860837,
211545528, 5, 124.62810, 73.860801,
211545952, 5, 340.54379, 73.860967,
211546575, 5, 127.82097, 73.860821,
211546748, 5, 138.02711, 73.860855,
211547273, 5, 11.452378, 73.860824,
211547310, 5, 176.87224, 73.860940,
211547480, 5, 4405.9146, 73.860807,
211548031, 5, 1323.8639, 73.840367,
211548529, 5, 1677.0504, 73.860811,
211548590, 5, 241.13023, 73.860802,
211550098, 5, 450.72507, 73.860959,
211550587, 5, 1896.6973, 73.860802,
211550685, 5, 81.219765, 73.860809,
211551018, 5, 1230.7572, 73.860838,
211551073, 5, 132.37799, 73.860812,
211551153, 5, 371.33932, 73.860837,
211551172, 5, 639.49768, 73.860798,
211551373, 5, 3521.6135, 73.860837,
211551458, 5, 375.97922, 73.860798,
211551682, 5, 814.22241, 73.860955,
211552377, 5, 89.347679, 73.860849,
211552437, 5, 987.00781, 73.860798,
211553354, 5, 113.40421, 73.860800,
211553359, 5, 104.35552, 73.860933,
211553452, 5, 363.47177, 73.840495,
211553481, 5, 844.36542, 73.840369,
211553626, 5, 584.90070, 73.860798,
211554421, 5, 102.38263, 73.860845,
211554567, 5, 45.217979, 73.860854,
211554574, 5, 93.446465, 73.860834,
211554760, 5, 630.81610, 73.860798,
211555680, 5, 3317.2417, 73.860956,
211555712, 5, 1290.6984, 73.860977,
211555786, 5, 145.02522, 73.860798,
211555890, 5, 610.50165, 73.860949,
211556290, 5, 3685.8120, 73.860800,
211556355, 5, 674.76691, 73.860797,
211556440, 5, 381.03967, 73.860805,
211556630, 5, 1586.4021, 73.860799,
211556723, 5, 288.88498, 73.860798,
211556879, 5, 607.48468, 73.860798,
211557215, 5, 560.47906, 73.860975,
211557622, 5, 1945.1260, 73.840366,
211558794, 5, 452.76541, 73.860798,
211559583, 5, 1709.6101, 73.860954,
211559688, 5, 182.11362, 73.860953,
211560085, 5, 500.22153, 73.860970,
211560570, 5, 550.21112, 73.860797,
211561164, 5, 115.74051, 73.860965,
211562214, 5, 266.26721, 73.860971,
211562347, 5, 379.61908, 73.860857,
211563818, 5, 447.49338, 73.860798,
211564144, 5, 5236.0820, 73.860942,
211564285, 5, 152.79723, 73.860797,
211564487, 5, 108.91570, 73.840364,
211564612, 5, 567.82556, 73.860814,
211564645, 5, 81.998047, 73.860840,
211564869, 5, 155.21381, 73.860849,
211565042, 5, 138.34248, 73.860841,
211565111, 5, 521.98767, 73.860796,
211565381, 5, 228.15302, 73.860800,
211565438, 5, 755.50635, 73.860799,
211565662, 5, 567.54242, 73.860924,
211565709, 5, 473.95688, 73.860797,
211565986, 5, 110.11680, 73.860832,
211566040, 5, 174.83470, 73.860796,
211566170, 5, 474.12418, 73.860924,
211566285, 5, 327.16165, 73.860796,
211566738, 5, 129.93671, 73.860821,
211566925, 5, 137.42755, 73.860962,
211566962, 5, 58.326321, 73.860941,
211567128, 5, 189.13387, 73.860812,
211567570, 5, 876.33551, 73.860798,
211567604, 5, 499.96320, 73.860798,
211567688, 5, 480.63419, 73.860936,
211568095, 5, 762.36060, 73.860803,
211568561, 5, 1491.9801, 73.860831,
211568892, 5, 308.33344, 73.860807,
211569241, 5, 2341.2168, 73.860800,
211569396, 5, 680.75922, 73.860968,
211569550, 5, 408.95245, 73.860818,
211569573, 5, 2229.7183, 73.860795,
211570198, 5, 15.906791, 73.860795,
211570209, 5, 121.88940, 73.860798,
211570219, 5, 354.12418, 73.860803,
211570534, 5, 160.24373, 73.860856,
211570780, 5, 206.30870, 73.860795,
211570839, 5, 439.51599, 73.860796,
211571029, 5, 957.01270, 73.860965,
211571216, 5, 175.61328, 73.860816,
211571433, 5, 45.039791, 73.860809,
211571450, 5, 307.05542, 73.840367,
211571679, 5, 1667.1567, 73.860797,
211571712, 5, 163.53227, 73.860795,
211572148, 5, 456.00839, 73.860809,
211572574, 5, 1354.5970, 73.860805,
211572629, 5, 111.49487, 73.860950,
211573325, 5, 88.434700, 73.860971,
211573618, 5, 1482.2196, 73.860795,
211573713, 5, 239.36288, 73.860795,
211574225, 5, 288.59723, 73.860819,
211574495, 5, 695.99481, 73.860794,
211574915, 5, 158.21207, 73.860827,
211575232, 5, 482.67810, 73.860852,
211575375, 5, 79.707787, 73.860846,
211575648, 5, 231.31195, 73.860794,
211575674, 5, 1833.1820, 73.860795,
211576111, 5, 105.04285, 73.860797,
211576476, 5, 238.09923, 73.860944,
211577096, 5, 554.79071, 73.860949,
211577245, 5, 751.41736, 73.860795,
211577761, 5, 2138.2981, 73.860848,
211578075, 5, 97.002861, 73.860844,
211578289, 5, 168.37054, 73.860953,
211578320, 5, 116.03255, 73.860942,
211578805, 5, 472.04178, 73.860798,
211579363, 5, 437.96655, 73.860796,
211579442, 5, 108.19398, 73.860826,
211579841, 5, 146.53349, 73.860838,
211579954, 5, 292.27719, 73.860951,
211580426, 5, 211.74966, 73.860795,
211580526, 5, 1488.2192, 73.860793,
211580550, 5, 929.82361, 73.860807,
211580605, 5, 474.01129, 73.860794,
211580889, 5, 1968.9905, 73.860812,
211581298, 5, 45.510891, 73.860806,
211581989, 5, 99.920868, 73.860827,
211582097, 5, 2390.9971, 73.860793,
211582206, 5, 185.84335, 73.860940,
211582695, 5, 2812.2258, 73.860793,
211584186, 5, 293.07184, 73.860845,
211584777, 5, 1902.5645, 73.860801,
211584846, 5, 928.20227, 73.860796,
211585495, 5, 2248.4014, 73.860832,
211585671, 5, 107.87134, 73.860807,
211585746, 5, 159.91788, 73.860815,
211586082, 5, 71.289207, 73.840373,
211586171, 5, 391.58124, 73.860827,
211586231, 5, 97.042465, 73.860931,
211586610, 5, 122.61317, 73.860827,
211586954, 5, 1886.2627, 73.860793,
211587554, 5, 487.07901, 73.860796,
211587947, 5, 413.80212, 73.860835,
211587986, 5, 50.848152, 73.860810,
211588299, 5, 1759.6678, 73.860802,
211588515, 5, 541.96362, 73.860792,
211589268, 5, 4379.6763, 73.860848,
211589703, 5, 1364.2369, 73.860795,
211589755, 5, 190.97470, 73.860933,
211589822, 5, 153.30724, 73.860792,
211589848, 5, 73.434769, 73.860954,
211589961, 5, 895.85199, 73.860794,
211589970, 5, 86.774002, 73.860842,
211590391, 5, 166.85007, 73.860806,
211590710, 5, 447.15732, 73.840386,
211591062, 5, 160.64545, 73.860817,
211591155, 5, 58.974155, 73.819936,
211591617, 5, 525.23425, 73.860794,
211591681, 5, 82.904724, 73.860829,
211591851, 5, 871.10089, 73.860800,
211592363, 5, 144.43320, 73.860974,
211592804, 5, 529.40106, 73.860793,
211592923, 5, 99.548828, 73.860844,
211593141, 5, 71.979912, 73.860949,
211593341, 5, 2156.3303, 73.860838,
211593808, 5, 166.83929, 73.860934,
211593813, 5, 138.08614, 73.860791,
211594045, 5, 696.69574, 73.860796,
211594168, 5, 1073.1642, 73.860809,
211594483, 5, 373.81009, 73.860803,
211594903, 5, 36.858906, 73.860799,
211595204, 5, 589.98981, 73.860794,
211596253, 5, 544.00592, 73.860794,
211596529, 5, 184.60336, 73.860792,
211596822, 5, 142.06824, 73.860842,
211597311, 5, 658.03149, 73.860826,
211597449, 5, 64.135612, 73.860826,
211597521, 5, 16.595585, 73.860835,
211597584, 5, 112.86169, 73.860836,
211598207, 5, 229.58865, 73.860838,
211598523, 5, 58.870743, 73.860799,
211598781, 5, 330.82996, 73.860791,
211598968, 5, 70.416687, 73.860827,
211599087, 5, 128.53310, 73.860800,
211599198, 5, 407.86884, 73.860791,
211599631, 5, 133.96684, 73.860827,
211599802, 5, 52.950668, 73.860798,
211601110, 5, 307.27182, 73.860827,
211601880, 5, 2607.0383, 73.860962,
211602026, 5, 460.03659, 73.860955,
211603105, 5, 223.29953, 73.860964,
211603405, 5, 185.84332, 73.860923,
211603532, 5, 127.46370, 73.860949,
211603908, 5, 132.20573, 73.860949,
211604055, 5, 398.73273, 73.860807,
211604146, 5, 81.737518, 73.860803,
211604406, 5, 150.10577, 73.860805,
211604463, 5, 209.71663, 73.860823,
211604802, 5, 103.81141, 73.860942,
211604911, 5, 280.58319, 73.840527,
211605143, 5, 599.80493, 73.860935,
211605153, 5, 106.67631, 73.860792,
211605755, 5, 689.08539, 73.860790,
211605884, 5, 88.219887, 73.860848,
211606026, 5, 2138.8994, 73.860790,
211606417, 5, 466.84048, 73.840365,
211606779, 5, 462.70163, 73.860800,
211607088, 5, 761.47742, 73.860971,
211607123, 5, 538.65637, 73.860806,
211607640, 5, 166.62175, 73.860792,
211607762, 5, 85.855621, 73.860798,
211607787, 5, 492.79504, 73.860791,
211607829, 5, 177.06796, 73.860820,
211607883, 5, 1651.0345, 73.860841,
211608329, 5, 4131.5269, 73.860843,
211609125, 5, 178.44884, 73.860929,
211609296, 5, 3706.3523, 73.860820,
211609471, 5, 72.090446, 73.860832,
211609907, 5, 821.90936, 73.860789,
211610373, 5, 135.09001, 73.860815,
211611382, 5, 4690.4971, 73.860805,
211611468, 5, 92.585358, 73.860797,
211611524, 5, 320.32803, 73.860958,
211611655, 5, 376.42926, 73.860847,
211611890, 5, 430.52417, 73.860793,
211612015, 5, 103.86007, 73.860941,
211612357, 5, 643.10193, 73.860792,
211612813, 5, 92.762856, 73.860810,
211613218, 5, 460.04202, 73.860823,
211614249, 5, 82.439835, 73.860844,
211614250, 5, 619.75873, 73.860939,
211614323, 5, 52.622501, 73.860940,
211614575, 5, 95.531937, 73.860812,
211614591, 5, 437.74158, 73.840356,
211615432, 5, 191.53581, 73.860806,
211615589, 5, 162.54337, 73.860849,
211615684, 5, 2333.2678, 73.860820,
211616020, 5, 626.07312, 73.860959,
211616041, 5, 124.56748, 73.860849,
211616133, 5, 148.39861, 73.860813,
211616135, 5, 254.73994, 73.860966,
211616367, 5, 1029.8860, 73.860949,
211616777, 5, 1474.7343, 73.860843,
211616993, 5, 1454.9667, 73.860800,
211617059, 5, 681.81567, 73.840356,
211617105, 5, 358.39145, 73.860944,
211617231, 5, 115.63279, 73.860925,
211618481, 5, 259.65628, 73.860822,
211618543, 5, 173.85803, 73.860941,
211618806, 5, 157.96317, 73.860820,
211618879, 5, 158.22125, 73.840388,
211618922, 5, 950.56952, 73.860798,
211618995, 5, 59.077179, 73.860850,
211619109, 5, 727.96783, 73.860791,
211619386, 5, 112.22878, 73.860968,
211619461, 5, 149.82120, 73.860949,
211619631, 5, 166.06508, 73.860792,
211619649, 5, 5102.7583, 73.860824,
211621359, 5, 2219.6123, 73.860789,
211621531, 5, 596.95630, 73.860790,
211621575, 5, 457.14545, 73.860788,
211621645, 5, 248.72229, 73.840371,
211621804, 5, 140.17816, 73.860827,
211621820, 5, 215.51291, 73.840392,
211622058, 5, 4248.5771, 73.860790,
211622148, 5, 111.62585, 73.860803,
211622295, 5, 461.54459, 73.860802,
211622390, 5, 57.122749, 73.860790,
211622510, 5, 86.487785, 73.840357,
211622758, 5, 195.07190, 73.860795,
211623557, 5, 1765.7418, 73.860788,
211623825, 5, 46.879814, 73.860795,
211624381, 5, 2316.2747, 73.860947,
211624998, 5, 157.12183, 73.860836,
211625028, 5, 144.97322, 73.860955,
211625080, 5, 216.73882, 73.860969,
211625471, 5, 66.141548, 73.840404,
211625525, 5, 109.57617, 73.860810,
211625615, 5, 89.843170, 73.860916,
211625882, 5, 739.37451, 73.860791,
211625901, 5, 88.255920, 73.840390,
211626088, 5, 136.50909, 73.840512,
211626237, 5, 939.41095, 73.860788,
211626689, 5, 1102.4078, 73.860787,
211626833, 5, 2507.6499, 73.860828,
211626967, 5, 133.13016, 73.860822,
211627245, 5, 3364.5769, 73.860830,
211627606, 5, 463.01721, 73.860943,
211627641, 5, 147.16553, 73.860787,
211628214, 5, 330.01367, 73.860823,
211628313, 5, 724.43939, 73.860787,
211628764, 5, 238.11218, 73.860946,
211628958, 5, 798.32092, 73.860787,
211629862, 5, 589.73102, 73.860794,
211629969, 5, 1823.0791, 73.860805,
211629986, 5, 89.692352, 73.860830,
211630061, 5, 67.144951, 73.860799,
211630314, 5, 366.19135, 73.860787,
211630360, 5, 140.65756, 73.860833,
211630837, 5, 1980.4314, 73.860927,
211630854, 5, 113.73115, 73.860839,
211631310, 5, 3532.4958, 73.840368,
211631632, 5, 3650.5349, 73.860839,
211632401, 5, 1640.9678, 73.860800,
211633097, 5, 75.998230, 73.860787,
211633577, 5, 147.36957, 73.860808,
211633980, 5, 140.37242, 73.860818,
211633993, 5, 548.63116, 73.860913,
211634341, 5, 15898.323, 73.860810,
211634504, 5, 2807.5637, 73.860932,
211634913, 5, 2228.3523, 73.840354,
211636079, 5, 439.67184, 73.860818,
211636404, 5, 236.09650, 73.860785,
211636436, 5, 171.76160, 73.860832,
211636518, 5, 166.26314, 73.860913,
211636880, 5, 529.93860, 73.860787,
211636884, 5, 77.805046, 73.860801,
211637449, 5, 74.327919, 73.860785,
211638150, 5, 95.426933, 73.860848,
211638348, 5, 65.587166, 73.860838,
211639411, 5, 82.854393, 73.860827,
211639939, 5, 401.16516, 73.860831,
211640206, 5, 345.31332, 73.860806,
211640498, 5, 518.82776, 73.860800,
211640736, 5, 373.48685, 73.860837,
211640794, 5, 131.78189, 73.860806,
211640828, 5, 416.91458, 73.860793,
211641978, 5, 206.50101, 73.860789,
211642189, 5, 106.34173, 73.860808,
211642220, 5, 182.47772, 73.860797,
211642289, 5, 282.99530, 73.860829,
211642291, 5, 1556.9159, 73.860789,
211642333, 5, 836.45630, 73.860802,
211642483, 5, 175.39471, 73.860792,
211643452, 5, 907.12695, 73.860784,
211644156, 5, 677.31604, 73.860784,
211644401, 5, 4790.7925, 73.860805,
211644556, 5, 134.81522, 73.860794,
211646273, 5, 121.89838, 73.860787,
211647074, 5, 183.43465, 73.860787,
211647131, 5, 89.093491, 73.860786,
211647136, 5, 58.753128, 73.860785,
211675352, 5, 65.477852, 73.860857,
211675533, 5, 442.86581, 73.860881,
211678170, 5, 87.682426, 73.860895,
211679462, 5, 124.17040, 73.860861,
211680345, 5, 551.97192, 73.860840,
211680497, 5, 68.391884, 73.860787,
211680834, 5, 79.756096, 73.860791,
211681073, 5, 920.58282, 73.860780,
211681088, 5, 466.26642, 73.860783,
211681332, 5, 260.69666, 73.860780,
211682436, 5, 65.973404, 73.860859,
211682491, 5, 1302.0325, 73.860839,
211682659, 5, 621.65228, 73.860781,
211682954, 5, 141.48256, 73.860861,
211683259, 5, 408.40439, 73.860792,
211683799, 5, 45.310375, 73.860887,
211683861, 5, 376.73245, 73.860815,
211684275, 5, 500.84439, 73.860780,
211684327, 5, 175.12543, 73.840348,
211684534, 5, 216.42072, 73.860780,
211684714, 5, 586.84662, 73.860781,
211685042, 5, 1492.6777, 73.860779,
211685123, 5, 72.438049, 73.860805,
211685652, 5, 496.57599, 73.840369,
211686015, 5, 466.11819, 73.860779,
211686756, 5, 2740.2258, 73.860813,
211686824, 5, 54.128475, 73.860797,
211687330, 5, 384.41556, 73.860852,
211687357, 5, 218.96452, 73.860780,
211687607, 5, 510.18460, 73.860867,
211687961, 5, 636.69666, 73.860817,
211688092, 5, 295.32208, 73.860859,
211688250, 5, 76.905327, 73.860891,
211688277, 5, 390.48456, 73.860782,
211688681, 5, 2013.4073, 73.860779,
211688771, 5, 408.26938, 73.860787,
211689412, 5, 412.72696, 73.860787,
211689750, 5, 61.841251, 73.860780,
211690049, 5, 42.038208, 73.860797,
211690173, 5, 68.945114, 73.840398,
211690220, 5, 347.12915, 73.860779,
211691560, 5, 1269.4304, 73.860789,
211692324, 5, 574.38354, 73.860800,
211692924, 5, 1726.8553, 73.860783,
211692955, 5, 189.31223, 73.860890,
211693238, 5, 53.824306, 73.860824,
211693667, 5, 152.53325, 73.860781,
211693763, 5, 116.46988, 73.860822,
211693994, 5, 238.72260, 73.860779,
211694037, 5, 1286.3260, 73.860779,
211694226, 5, 78.563606, 73.860861,
211694664, 5, 1471.2031, 73.860862,
211694824, 5, 28.942965, 73.860813,
211694874, 5, 1774.1975, 73.860886,
211695057, 5, 37.054432, 73.860803,
211695325, 5, 1249.0392, 73.860855,
211695434, 5, 180.83179, 73.860867,
211695506, 5, 172.49179, 73.860815,
211695527, 5, 603.37488, 73.860798,
211696085, 5, 456.16953, 73.860853,
211696164, 5, 656.40918, 73.860790,
211696298, 5, 86.893631, 73.860892,
211697458, 5, 176.74007, 73.860813,
211697868, 5, 211.23848, 73.860874,
211697906, 5, 362.96368, 73.860818,
211698189, 5, 29.251938, 73.860829,
211698203, 5, 444.91760, 73.860778,
211698370, 5, 185.30684, 73.860878,
211698688, 5, 127.13953, 73.860873,
211699187, 5, 105.99065, 73.860778,
211699557, 5, 194.70374, 73.860781,
211699606, 5, 31.728846, 73.860826,
211699673, 5, 76.177689, 73.860781,
211700035, 5, 297.45462, 73.860861,
211700114, 5, 57.853565, 73.860838,
211700193, 5, 261.03232, 73.860780,
211700496, 5, 79.999779, 73.860789,
211700509, 5, 2354.1199, 73.860791,
211701037, 5, 143.39038, 73.860873,
211701068, 5, 368.62744, 73.860889,
211701222, 5, 305.38712, 73.860778,
211701267, 5, 1645.9353, 73.860791,
211701700, 5, 142.35988, 73.860778,
211701899, 5, 323.74780, 73.860785,
211702304, 5, 2780.9375, 73.860787,
211703196, 5, 265.77316, 73.860808,
211703232, 5, 647.66888, 73.860840,
211703951, 5, 223.51752, 73.840348,
211704256, 5, 95.195999, 73.860800,
211704634, 5, 742.86005, 73.860780,
211704837, 5, 167.23532, 73.860813,
211705131, 5, 1384.4182, 73.860779,
211705387, 5, 187.87912, 73.860815,
211705744, 5, 39.547985, 73.840394,
211707003, 5, 298.66937, 73.860881,
211707045, 5, 188.58612, 73.860778,
211708093, 5, 83.952530, 73.860790,
211708105, 5, 1882.1699, 73.860791,
211708110, 5, 2013.7906, 73.860811,
211708221, 5, 1226.8236, 73.860779,
211708306, 5, 549.14978, 73.860790,
211708465, 5, 66.943962, 73.860878,
211708601, 5, 188.17702, 73.860785,
211708842, 5, 759.16315, 73.860777,
211710136, 5, 92.704620, 73.860824,
211710426, 5, 80.316498, 73.860778,
211711265, 5, 407.49066, 73.860780,
211711533, 5, 3098.1692, 73.860812,
211711948, 5, 149.44225, 73.860778,
211712236, 5, 231.67308, 73.860794,
211712402, 5, 69.377121, 73.860856,
211712465, 5, 3398.5894, 73.860852,
211712515, 5, 260.60419, 73.860878,
211712822, 5, 3344.7102, 73.860781,
211713124, 5, 117.37747, 73.860786,
211713635, 5, 355.64325, 73.860854,
211713636, 5, 752.80615, 73.860777,
211713730, 5, 88.176292, 73.860890,
211713925, 5, 723.94641, 73.860778,
211714198, 5, 45.999622, 73.860808,
211714714, 5, 5607.9336, 73.860811,
211714901, 5, 242.66818, 73.860809,
211714905, 5, 105.57458, 73.860798,
211715431, 5, 672.17297, 73.860857,
211715801, 5, 469.86301, 73.860776,
211715907, 5, 7274.0635, 73.860820,
211716204, 5, 147.73685, 73.860777,
211716629, 5, 469.36380, 73.860813,
211716636, 5, 2603.1802, 73.860883,
211716652, 5, 2182.3289, 73.860784,
211717321, 5, 166.05875, 73.860777,
211717695, 5, 253.57738, 73.860780,
211717907, 5, 168.75569, 73.860779,
211718010, 5, 68.816154, 73.860829,
211718187, 5, 237.69914, 73.860890,
211718483, 5, 4873.5435, 73.840344,
211718762, 5, 59.817413, 73.860838,
211718834, 5, 268.02762, 73.860884,
211718914, 5, 109.60238, 73.860781,
211719372, 5, 61.474548, 73.860793,
211719633, 5, 1303.7670, 73.860786,
211720067, 5, 266.24310, 73.860784,
211720225, 5, 86.573936, 73.860824,
211720513, 5, 218.83954, 73.860815,
211720976, 5, 274.06479, 73.860824,
211721043, 5, 415.34378, 73.860793,
211721096, 5, 74.068970, 73.860824,
211721272, 5, 1613.3531, 73.860789,
211721306, 5, 68.480858, 73.860776,
211721772, 5, 156.65150, 73.860783,
211722132, 5, 323.15402, 73.860776,
