EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
211427256,08 28 22.757,+12 03 01.58,1,8.995,,804-1082-1,511-046010,08282275+1203015,,STAR,gri,rpm,-5.7,1.5,-11.5,1.4,,,11.063,0.09,9.566,0.031,,,10.662,0.13,9.3,0.04,8.281,0.04,,,6.388,0.026,5.612,0.04,5.347,0.026,,,,,,,,,3623,36,36,0.606,0.13,0.234,-0.237,0.15,0.18,89.983,9.411,14.376,1.118,0.1,0.18,1.55E-06,9.66E-07,7.64E-07,1547,184.7,226,0.034,0.011,0.008,,,
211427681,08 38 55.326,+12 03 26.06,1,8.81,,805-319-1,511-046552,08385533+1203259,,STAR,gri,rpm,-6,1.3,2.5,1.2,,,10.439,0.049,9.066,0.019,,,10.341,0.09,9.04,0.04,8.154,0.03,,,6.666,0.027,6.009,0.02,5.836,0.017,,,,,,,,,4221,117,83,1.829,0.19,0.19,0.065,0.12,0.21,25.203,6.584,6.708,1.544,0.345,0.345,9.72E-05,1.04E-04,5.01E-05,646.7,156.3,147.9,0.035,0.017,0.007,,,
211428282,08 35 30.048,+12 03 59.18,1,9.07,,805-820-1,511-046374,08353005+1203594,,STAR,gri,rpm,6.7,1.3,-90,1.2,,,9.366,0.023,8.838,0.019,,,10.041,0.05,8.951,0.02,8.655,0.06,,,7.852,0.035,7.652,0.023,7.62,0.029,,,,,,,,,6087,220,183,4.244,0.16,0.224,-0.026,0.15,0.24,1.322,0.451,0.25,1.158,0.112,0.112,0.44,0.333,0.24,102.2,25.88,24.25,0.015,0.007,0.006,,,
211432167,08 51 27.313,+12 07 40.51,1,8.55,,814-601-1,511-047178,08512734+1207406,,STAR,gri,rpm,-21,1.2,-32.2,1.2,,,8.588,0.019,8.235,0.015,,,9.702,0.03,8.901,0.02,8.057,0.04,,,7.285,0.02,7.134,0.029,7.086,0.024,,,,,,,,,6836,276,276,4.027,0.18,0.36,0.024,0.1,0.12,1.938,1.222,0.461,1.6,0.276,0.207,0.185,0.18,0.131,128,61.51,35.7,0.018,0.008,0.006,,,
211432171,08 50 43.803,+12 07 40.65,1,9.062,,813-1229-1,511-047115,08504379+1207407,,STAR,gri,rpm,-3.4,1.8,6.4,1.7,,,11.099,0.1,9.637,0.038,,,10.663,0.08,9.324,0.04,8.375,0.02,,,6.544,0.021,5.727,0.018,5.515,0.017,,,,,,,,,3656,36,36,0.893,0.065,0.325,0.007,0.1,0.3,69.807,20.122,6.726,1.391,0.057,0.193,4.00E-06,1.13E-06,2.61E-06,1373,325.6,157.2,0.03,0.006,0.004,,,
211435038,08 49 33.852,+12 10 14.64,1,8.319,,813-1487-1,511-047040,08493387+1210146,,STAR,gri,rpm,-40.8,1.1,20.2,1,,,8.258,0.018,7.727,0.013,,,9.681,0.05,8.714,0.04,7.735,0.05,,,6.723,0.019,6.52,0.026,6.467,0.017,,,,,,,,,6469,207,207,3.901,0.306,0.204,-0.005,0.1,0.1,2.028,0.883,0.714,1.498,0.277,0.231,0.133,0.292,0.083,101.7,44.27,35.78,0.014,0.007,0.005,,,
211435372,08 41 41.251,+12 10 32.57,1,9.45,42660,813-2943-1,511-046687,08414124+1210325,,STAR,BV,rpm,-15.41,5.79,7.7,4.05,-0.69,5.28,10.595,0.051,9.677,0.03,,,,,,,,,,,8.001,0.021,7.569,0.055,7.451,0.034,,,,,,,,,4865,191,127,2.507,0.35,0.125,-0.221,0.24,0.48,10.153,1.083,2.029,1.259,0.745,0.339,0.001,0.002,4.17E-04,581,55.47,104.2,0.032,0.011,0.008,,,
211435859,08 25 04.110,+12 11 00.67,1,9.897,,803-963-1,511-045821,08250409+1211003,,STAR,gri,rpm,5.7,2.1,13.5,2.1,,,10.742,0.057,10.219,0.05,,,10.482,0.12,9.774,0.04,9.646,0.01,,,8.87,0.019,8.52,0.02,8.518,0.018,,,,,,,,,5596,156,111,3.806,0.63,0.252,-0.018,0.15,0.3,2.075,1.022,1.144,1.119,0.297,0.198,0.105,0.832,0.067,217.6,118.6,118.2,0.025,0.01,0.01,,,
211438318,08 28 31.240,+12 13 15.39,1,9.918,,804-507-1,512-045098,08283124+1213154,,STAR,gri,rpm,-1.2,2.2,-1.9,2.2,,,12.001,0.251,10.569,0.072,,,11.291,0.03,10.055,0.04,9.33,0.04,,,7.599,0.021,6.799,0.018,6.589,0.024,,,,,,,,,3949,63,79,1.233,0.252,0.168,-0.064,0.2,0.24,44.711,8.306,11.81,1.235,0.205,0.171,1.33E-05,1.78E-05,5.31E-06,1545,291.2,331.7,0.033,0.01,0.006,,,
211461065,09 07 02.613,+12 34 05.22,1,9.958,,818-439-1,513-049527,09070261+1234052,,STAR,gri,rpm,-2.8,2,-9.2,2,,,11.945,0.165,10.455,0.045,,,11.355,0.19,10.033,0.03,9.36,0.04,,,7.633,0.024,6.839,0.059,6.624,0.026,,,,,,,,,3797,77,61,0.743,0.385,0.385,-0.37,0.35,0.42,63.38,37.441,17.886,0.992,0.23,0.071,3.37E-06,7.80E-06,2.57E-06,2102,1039,546.7,0.036,0.017,0.007,,,
211470070,08 59 05.899,+12 42 18.18,1,9.303,,817-1350-1,514-048884,08590590+1242182,,STAR,gri,rpm,-32.9,1.1,27.7,1.1,,,9.74,0.026,9.215,0.021,,,10.105,0.26,9.381,0.11,8.96,0.02,,,8.176,0.019,7.95,0.02,7.895,0.027,,,,,,,,,6161,222,148,4.028,0.294,0.245,0.033,0.12,0.14,1.696,0.7,0.495,1.297,0.267,0.178,0.235,0.37,0.144,144.1,62.28,43.49,0.021,0.007,0.007,,,
211471555,09 07 39.581,+12 43 34.80,1,9.304,,818-345-1,514-049221,09073958+1243350,,STAR,gri,rpm,-4.5,1.2,-4,1.1,,,10.378,0.034,9.398,0.019,,,10.271,0.03,9.197,0.04,8.89,0.04,,,7.759,0.021,7.322,0.027,7.186,0.016,,,,,,,,,4716,57,115,2.571,0.192,0.12,0.137,0.06,0.1,11.356,2.557,1.533,1.906,0.606,0.379,0.001,9.17E-04,3.74E-04,551.9,185.8,50.87,0.036,0.014,0.01,,,
211472399,09 05 28.809,+12 44 19.43,1,9.462,,818-1513-1,514-049146,09052880+1244194,,STAR,BV,rpm,-22.4,1.1,-54.8,1.1,,,10.564,0.05,9.619,0.031,,,,,,,,,,,7.823,0.024,7.354,0.036,7.25,0.031,,,,,,,,,5027,154,123,3.108,0.435,0.783,-0.534,0.4,0.48,4.309,5.746,1.717,0.957,0.265,0.078,0.011,0.029,0.011,243.3,298.4,86.06,0.026,0.009,0.009,,,
211478023,08 40 28.767,+12 49 18.21,1,9.328,,805-258-1,515-048440,08402877+1249181,,STAR,gri,rpm,-8,1.3,0.7,1.2,,,9.409,0.021,9.083,0.019,,,10.1,0.08,9.481,0.01,8.997,0.16,,,8.512,0.03,8.446,0.027,8.387,0.017,,,,,,,,,6385,156,156,3.775,0.34,0.136,0.066,0.12,0.09,2.519,0.719,0.994,1.617,0.203,0.305,0.084,0.22,0.04,262.8,65.77,102,0.027,0.02,0.009,,,
211480544,08 15 55.753,+12 51 28.22,1,9.144,,802-999-1,515-047034,08155574+1251281,,STAR,gri,rpm,-84.4,1.3,4.5,1.2,,,9.405,0.02,8.956,0.017,,,10.141,0.09,9.265,0.07,8.716,0.09,,,7.937,0.032,7.68,0.049,7.591,0.016,,,,,,,,,5339,209,293,4.44,0.114,0.798,-0.064,0.25,0.3,0.965,1.747,0.161,1.014,0.142,0.118,0.978,0.565,0.919,70.15,95.05,15.9,0.013,0.011,0.007,,,
211485788,08 38 23.051,+12 56 01.10,1,8.885,42373,805-484-1,515-048352,08382304+1256012,,STAR,gri,plx,-3.22,1.45,-1.7,0.89,5.9,1.15,9.018,0.018,8.632,0.015,,,9.872,0.18,9.352,0.47,8.462,0.06,,,7.782,0.018,7.622,0.024,7.53,0.023,,,,,,,,,6769,202,242,3.936,0.14,0.14,0.038,0.08,0.1,2.205,0.483,0.466,1.592,0.158,0.113,0.145,0.099,0.059,169.5,33.04,33.04,0.021,0.007,0.005,,,
211485825,08 17 56.970,+12 56 03.03,1,9.971,,803-637-1,515-047150,08175695+1256030,,STAR,gri,rpm,-4.8,1.5,0,1.5,,,11.478,0.099,10.231,0.045,,,11.146,0.34,9.828,0.1,9.467,0.29,,,7.852,0.029,7.205,0.042,7.037,0.021,,,,,,,,,4368,182,156,1.892,0.434,0.31,-0.153,0.2,0.32,20.535,7.551,8.093,1.242,0.32,0.229,1.28E-04,4.19E-04,8.27E-05,955.2,289.6,329.9,0.034,0.01,0.007,,,
211486825,09 00 42.606,+12 56 54.25,1,8.87,,817-2365-1,515-049306,09004261+1256543,,STAR,gri,rpm,-0.9,1.6,-11.5,1.5,,,10.76,0.063,9.263,0.023,,,10.393,0.32,9.234,0.08,8.217,0.04,,,6.471,0.02,5.731,0.024,5.49,0.023,,,,,,,,,3729,149,37,1.12,0.278,0.02,0.279,0.05,0.05,53.743,1.075,13.719,1.389,0.072,0.028,8.95E-06,1.39E-05,5.37E-07,1058,31.75,215.4,0.023,0.003,0.001,,,
211487361,08 21 27.060,+12 57 23.84,1,9.954,,803-1034-1,515-047365,08212705+1257238,,STAR,gri,rpm,11,1.4,-15.8,1.3,,,11.088,0.075,10.242,0.048,,,10.838,0.03,9.877,0.04,9.575,0.08,,,8.481,0.018,8.038,0.033,7.872,0.018,,,,,,,,,4736,76,76,2.633,0.294,0.252,-0.006,0.15,0.18,10.485,0.906,2.421,1.449,0.546,0.273,0.001,0.002,5.89E-04,722.6,49.54,149.7,0.035,0.018,0.01,,,
211487634,08 39 15.803,+12 57 37.34,1,8.487,42446,805-24-1,515-048390,08391580+1257373,,STAR,gri,plx,-114.84,1,-94.19,0.59,12.34,0.74,9.214,0.021,8.237,0.013,,,9.837,0.18,9.134,0.46,7.909,0.08,,,6.524,0.018,6.072,0.02,5.962,0.026,,,,,,,,,5051,140,60,3.658,0.09,0.15,-0.209,0.25,0.3,2.582,0.326,0.289,1.116,0.157,0.13,0.065,0.021,0.022,81.04,4.86,4.86,0.013,0.005,0.003,,,
211488010,08 38 43.240,+12 57 55.94,1,9.52,,805-82-1,515-048365,08384323+1257559,,STAR,gri,rpm,-4.5,1.3,-6.1,1.2,,,10.805,0.055,9.717,0.03,,,10.497,0.17,9.92,0.66,9.101,0.06,,,7.835,0.021,7.338,0.02,7.214,0.024,,,,,,,,,4842,96,96,2.593,0.234,0.195,-0.098,0.15,0.27,10.561,1.072,1.514,1.742,0.487,0.65,0.001,0.001,5.70E-04,560.3,65.48,58.63,0.033,0.013,0.007,,,
211491918,08 14 35.914,+13 01 22.18,1,8.74,40375,802-1157-1,516-047374,08143597+1301220,,STAR,gri,plx,-421.31,1.2,97.97,0.91,53.09,1.12,9.978,0.04,8.778,0.02,,,10.257,0.1,9.014,0.03,8.09,0.14,,,6.62,0.024,6.04,0.018,5.891,0.02,,,,,,,,,4503,53,53,4.66,0.02,0.02,0.113,0.1,0.12,0.658,0.013,0.013,0.729,0.015,0.015,2.523,0.151,0.151,18.84,0.565,0.565,0,0,0,,,
211492627,08 36 38.914,+13 02 00.29,1,9.718,,805-355-1,516-048751,08363891+1302002,,STAR,gri,rpm,-11.5,1.8,1.9,1.8,,,11.543,0.131,10.235,0.052,,,10.941,0.12,10.061,0.64,9.193,0.05,,,7.662,0.021,6.998,0.023,6.775,0.027,,,,,,,,,4322,102,102,1.881,0.282,0.235,-0.125,0.2,0.28,20.127,6.187,5.405,1.237,0.3,0.187,1.25E-04,2.48E-04,6.77E-05,876.9,194.5,240.5,0.034,0.013,0.008,,,
211492999,08 39 46.957,+13 02 19.96,1,9.149,,805-482-1,516-048912,08394694+1302199,,STAR,gri,rpm,4.5,1.4,-7.1,1.3,,,10.395,0.045,9.385,0.024,,,10.166,0.21,9.707,0.63,8.713,0.05,,,7.554,0.018,7.074,0.026,6.946,0.023,,,,,,,,,4871,99,99,2.696,0.15,0.24,-0.084,0.15,0.24,10.331,1.207,1.674,2.002,0.385,0.771,0.002,0.001,6.96E-04,482.2,63.85,66.84,0.032,0.013,0.007,,,
211493624,08 14 20.995,+13 02 53.87,1,6.191,40354,802-1776-1,516-047353,,,STAR,BV,plx,-18.83,0.53,-18.38,0.33,2.74,0.41,7.406,0.016,6.372,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4937,59,99,2.304,0.135,0.189,-0.047,0.06,0.12,21.266,4.597,3.78,3.38,0.422,0.507,3.30E-04,2.30E-04,1.73E-04,365,54.61,54.61,0.031,0.02,0.008,,,
211494107,09 06 35.269,+13 03 20.59,1,9.886,,818-1754-1,516-050037,09063526+1303206,,STAR,gri,rpm,-32.6,1.4,-108.3,1.3,,,10.353,0.035,9.662,0.028,,,10.981,0.03,9.732,0.04,9.416,0.23,,,8.396,0.024,8.079,0.036,8.029,0.017,,,,,,,,,5797,320,183,4.366,0.105,0.252,-0.128,0.2,0.32,1.064,0.406,0.147,0.978,0.097,0.069,0.798,0.369,0.478,92.54,40.18,16.8,0.015,0.005,0.005,,,
211496260,08 26 32.471,+13 05 12.27,1,9.513,,804-1165-1,516-048190,08263247+1305123,,STAR,gri,rpm,-5.4,1.4,-5.2,1.3,,,10.752,0.067,9.579,0.032,,,10.706,0.13,9.495,0.12,9.002,0.04,,,7.758,0.026,7.258,0.029,7.138,0.023,,,,,,,,,4726,114,114,2.542,0.225,0.15,-0.02,0.15,0.18,11.161,1.247,1.538,1.655,0.484,0.403,0.001,9.95E-04,3.53E-04,546.9,73.27,46.98,0.033,0.013,0.007,,,
211497202,08 44 43.584,+13 06 00.85,1,9.429,,816-884-1,516-049151,08444358+1306008,,STAR,gri,rpm,-46.9,1.6,1.7,1.6,,,9.814,0.027,9.345,0.022,,,10.154,0.03,9.755,0.04,9.119,0.06,,,8.385,0.027,8.164,0.057,8.128,0.023,,,,,,,,,6141,184,184,4.141,0.205,0.246,-0.042,0.12,0.24,1.476,0.729,0.328,1.202,0.234,0.167,0.327,0.348,0.208,136.6,63.23,32.5,0.018,0.008,0.005,,,
211499698,08 40 54.093,+13 08 10.29,1,9.027,,816-1509-1,516-048977,08405409+1308102,,STAR,gri,rpm,21.2,1.2,42.3,1.2,,,9.4,0.023,8.821,0.018,,,10.074,0.07,9.323,0.08,8.578,0.06,,,7.69,0.023,7.523,0.044,7.437,0.029,,,,,,,,,6100,183,256,4.075,0.285,0.285,0.071,0.12,0.15,1.613,0.828,0.547,1.237,0.305,0.169,0.268,0.514,0.176,111.2,56.73,37.57,0.015,0.01,0.006,,,
211501924,08 29 02.901,+13 10 00.02,1,9.525,,808-528-1,516-048342,08290290+1310000,,STAR,gri,rpm,-5.1,2.9,-2.7,2.8,,,11.795,0.213,10.035,0.045,,,11.089,0.16,9.721,0.04,8.855,0.04,,,7.043,0.03,6.192,0.016,6.008,0.026,,,,,,,,,3685,36,36,0.792,0.15,0.5,-0.104,0.15,0.48,75.266,39.285,12.083,1.201,0.164,0.246,3.01E-06,1.65E-06,2.38E-06,1827,750.1,259,0.032,0.012,0.005,,,
211502031,08 16 17.771,+13 10 05.05,1,9.064,,806-1017-1,516-047488,08161777+1310051,,STAR,gri,rpm,-83,1.3,-68.1,1.2,,,9.61,0.022,8.924,0.016,,,10.11,0.11,9.305,0.06,8.616,0.13,,,7.679,0.021,7.33,0.051,7.305,0.027,,,,,,,,,5170,369,154,4.438,0.132,1.034,-0.127,0.16,0.48,0.951,2.256,0.18,0.91,0.126,0.072,0.994,0.733,0.969,63.56,102,22.43,0.011,0.012,0.006,,,
211502059,08 31 01.842,+13 10 06.33,1,9.961,,808-826-1,516-048450,08310183+1310063,,STAR,BV,rpm,4.1,2.7,-6.2,2.6,,,11.629,0.165,10.237,0.053,,,,,,,,,,,7.979,0.024,7.326,0.02,7.215,0.031,,,,,,,,,4411,105,79,1.995,0.3,0.36,-0.233,0.25,0.4,17.052,8.333,4.812,1.197,0.336,0.24,1.83E-04,3.45E-04,1.32E-04,914,316.1,274,0.033,0.011,0.007,,,
211503688,08 18 47.627,+13 11 27.27,1,9.882,,807-757-1,516-047655,08184762+1311273,,STAR,gri,rpm,53.5,1.4,-20.7,1.4,,,10.28,0.037,9.738,0.031,,,10.491,0.11,9.914,0.03,9.62,0.01,,,8.886,0.026,8.692,0.017,8.629,0.016,,,,,,,,,6280,152,190,4.193,0.135,0.162,-0.005,0.12,0.15,1.406,0.338,0.231,1.222,0.129,0.092,0.394,0.203,0.16,170.6,40.45,27.72,0.022,0.009,0.005,,,
211504715,09 00 17.280,+13 12 20.90,1,9.412,,817-1923-1,517-048708,09001728+1312209,,STAR,gri,rpm,-44.5,1.3,-29.3,1.3,,,10.497,0.042,9.587,0.027,,,10.387,0.3,9.507,0.07,8.994,0.01,,,7.914,0.026,7.478,0.024,7.364,0.017,,,,,,,,,4946,165,103,3.107,0.37,0.74,-0.439,0.35,0.56,4.822,4.817,1.694,1.024,0.297,0.162,0.008,0.023,0.007,276,248.7,96.16,0.029,0.011,0.011,,,
211505372,09 04 15.681,+13 12 54.01,1,9.677,,818-1667-1,517-048844,09041567+1312540,,STAR,gri,rpm,-33,1.4,-36.6,1.3,,,10.295,0.037,9.711,0.03,,,10.061,0.03,9.585,0.04,9.512,0.27,,,8.546,0.021,8.265,0.038,8.198,0.017,,,,,,,,,5919,118,118,4.321,0.138,0.391,-0.033,0.15,0.24,1.134,0.652,0.142,1.069,0.141,0.078,0.66,0.396,0.485,108.9,61.72,14.05,0.017,0.006,0.005,,,
211505754,09 08 26.544,+13 13 13.61,1,8.959,44862,818-577-1,517-049021,,,STAR,BV,plx,-26.98,1.15,-52.37,0.43,4.09,0.93,10.229,0.031,9.151,0.016,,,10.223,0.15,,,,,,,,,,,,,,,,,,,,,4763,76,76,2.701,0.215,0.301,-0.125,0.15,0.18,9.217,1.864,2.84,1.36,0.581,0.264,0.002,0.002,0.001,244.5,55.6,55.6,0.03,0.008,0.007,,,
211507564,08 28 58.728,+13 14 45.68,1,9.831,,808-566-1,517-047266,08285873+1314457,,STAR,gri,rpm,-17.2,1.6,-16.7,1.6,,,11.147,0.077,10.136,0.044,,,10.783,0.15,9.826,0.02,9.423,0.03,,,8.203,0.023,7.706,0.024,7.606,0.021,,,,,,,,,4689,91,110,2.423,0.35,0.49,-0.166,0.25,0.8,10.74,5.879,3.275,1.218,0.308,0.308,8.74E-04,0.002,6.61E-04,630.9,252.1,180.1,0.035,0.012,0.01,,,
211507624,09 06 44.764,+13 14 48.83,1,9.596,,818-1950-1,517-048943,09064476+1314488,,STAR,gri,rpm,-27.3,1.2,-6.1,1.1,,,9.418,0.021,9.095,0.019,,,10.252,0.43,9.561,0.18,9.315,0.3,,,8.48,0.03,8.396,0.044,8.317,0.016,,,,,,,,,7160,524,437,4.093,0.135,0.243,0.004,0.1,0.12,1.832,0.711,0.339,1.595,0.242,0.202,0.243,0.161,0.146,206.5,78.55,42.47,0.026,0.008,0.008,,,
211507808,08 38 21.660,+13 14 58.31,1,9.237,,809-801-1,517-047721,08382166+1314584,,STAR,gri,rpm,-8.2,1.4,-8.3,1.4,,,10.506,0.049,9.418,0.025,,,10.285,0.22,9.703,0.55,8.788,0.03,,,7.572,0.02,7.082,0.017,6.912,0.023,,,,,,,,,4831,95,95,2.683,0.168,0.224,-0.024,0.12,0.18,10.223,1.195,1.466,1.879,0.37,0.592,0.002,0.001,6.77E-04,485.2,46.81,50.77,0.033,0.013,0.008,,,
211507939,08 32 23.773,+13 15 04.99,1,8.179,,808-800-1,517-047425,08322378+1315050,,STAR,BV,rpm,-23.2,1.3,-1.9,1.2,,,8.776,0.019,8.256,0.014,,,,,,,,,,,7.287,0.024,7.113,0.033,7.02,0.021,,,,,,,,,6686,369,263,3.903,0.306,0.255,0.009,0.12,0.12,2.084,1.213,0.767,1.533,0.412,0.206,0.13,0.29,0.081,126.5,89.12,45.39,0.018,0.008,0.007,,,
211508477,08 20 16.228,+13 15 33.07,1,9.041,,807-653-1,517-046760,08201622+1315332,,STAR,BV,rpm,-26.4,1,-30.3,1,,,9.689,0.028,9.132,0.021,,,,,,,,,,,8.134,0.029,7.9,0.029,7.805,0.018,,,,,,,,,6306,252,302,4.139,0.18,0.288,0.011,0.12,0.15,1.574,0.808,0.38,1.301,0.236,0.147,0.288,0.336,0.185,130.4,57.92,30.11,0.019,0.007,0.005,,,
211508636,08 45 18.895,+13 15 41.10,1,9.323,,816-2518-1,517-048075,08451890+1315410,,STAR,gri,rpm,3.8,1.1,-1.5,1.1,,,10.662,0.059,9.573,0.03,,,10.32,0.03,9.835,0.04,8.896,0.06,,,7.742,0.029,7.233,0.017,7.136,0.026,,,,,,,,,5226,52,62,2.446,0.024,0.02,-0.903,0.08,0.05,9.389,0.388,0.188,0.9,0.072,0.018,0.001,8.57E-05,6.51E-05,496.9,14.91,30.59,0.039,0.001,0.002,,,
211509301,08 20 06.918,+13 16 14.62,1,8.886,,807-484-1,517-046746,08200691+1316146,,STAR,BV,rpm,36.1,1.2,-1.7,1.2,,,10.115,0.04,9.07,0.021,,,,,,,,,,,7.202,0.023,6.658,0.02,6.539,0.017,,,,,,,,,4744,95,95,2.443,0.368,0.08,-0.177,0.2,0.2,10.955,0.816,3.397,1.199,0.296,0.185,9.25E-04,0.002,2.04E-04,408.7,33.28,114.5,0.03,0.011,0.007,,,
211509833,08 29 22.662,+13 16 39.76,1,9.83,,808-670-1,517-047286,08292267+1316398,,STAR,gri,rpm,-30.7,1.2,-14.7,1.1,,,10.291,0.036,9.963,0.037,,,10.518,0.25,9.744,0.04,9.535,0.03,,,8.756,0.026,8.606,0.018,8.593,0.018,,,,,,,,,6412,231,192,4.076,0.19,0.228,0.033,0.12,0.15,1.607,0.729,0.309,1.359,0.231,0.128,0.273,0.21,0.172,191,90.21,41.02,0.024,0.007,0.006,,,
211509865,08 36 05.727,+13 16 41.57,1,9.29,,809-1491-1,517-047599,08360574+1316416,,STAR,gri,rpm,-8,1.2,-13.2,1.2,,,10.077,0.037,9.309,0.025,,,10.157,0.18,9.665,0.58,8.918,0.03,,,7.984,0.024,7.667,0.023,7.551,0.02,,,,,,,,,5816,235,283,3.818,0.549,0.305,-0.074,0.15,0.18,2.074,1.403,1.119,1.175,0.392,0.218,0.104,0.69,0.077,151.9,98.55,80.14,0.019,0.009,0.009,,,
211510134,08 27 08.148,+13 16 54.19,1,9.936,,808-758-1,517-047161,08270814+1316541,,STAR,gri,rpm,-0.6,1.8,-0.7,1.8,,,11.474,0.111,10.274,0.052,,,11.06,0.14,9.891,0.06,9.454,0.05,,,8.089,0.023,7.499,0.024,7.343,0.021,,,,,,,,,4495,108,90,2.33,0.186,0.279,0.005,0.15,0.21,13.163,5.26,2.404,1.407,0.252,0.252,5.91E-04,4.79E-04,3.71E-04,715.7,263.2,122.6,0.033,0.011,0.006,,,
211510720,08 29 26.150,+13 17 24.59,1,9.843,,808-556-1,517-047288,08292616+1317247,,STAR,gri,rpm,3.5,1.4,-16,1.3,,,11.286,0.09,10.22,0.05,,,10.88,0.17,9.844,0.06,9.399,0.04,,,8.102,0.026,7.576,0.024,7.444,0.02,,,,,,,,,4667,110,110,2.465,0.234,0.108,-0.066,0.15,0.21,11.334,0.923,2.087,1.345,0.302,0.215,9.35E-04,9.96E-04,2.35E-04,641,47.74,105.4,0.034,0.013,0.008,,,
211512262,08 30 45.843,+13 18 42.74,1,8.796,,808-668-1,517-047352,,,STAR,BV,,-5.1,1.2,-5.1,1.2,,,10.791,0.076,9.14,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211514294,08 24 35.363,+13 20 25.20,1,9.895,,807-1107-1,517-047025,08243536+1320251,,STAR,gri,rpm,-1.8,1.9,-3.9,1.9,,,11.711,0.17,10.527,0.072,,,11.253,0.15,9.973,0.19,9.314,0.07,,,7.653,0.027,6.891,0.021,6.679,0.016,,,,,,,,,4037,96,80,1.394,0.21,0.21,-0.08,0.15,0.27,36.163,10.082,7.884,1.263,0.219,0.219,2.37E-05,2.47E-05,1.21E-05,1370,303.8,248.6,0.035,0.011,0.008,,,
211514553,09 04 58.100,+13 20 38.21,1,7.198,44581,818-1975-1,517-048873,09045809+1320384,,STAR,BV,plx,-17.63,0.74,-21.05,0.48,4.72,0.72,8.37,0.017,7.369,0.011,,,,,,,,,,,5.601,0.029,5.142,0.038,4.966,0.026,,,,,,,,,4851,144,144,2.616,0.15,0.21,-0.074,0.15,0.27,10.862,0.912,1.159,1.86,0.554,0.775,0.001,9.39E-04,4.70E-04,211.9,32.32,32.32,0.024,0.008,0.006,,,
211516730,08 42 18.736,+13 22 28.91,1,9.086,,816-1209-1,517-047929,08421873+1322288,,STAR,BV,rpm,-43,1,-56.5,1,,,9.591,0.026,9.138,0.022,,,,,,,,,,,8.163,0.019,7.927,0.033,7.896,0.02,,,,,,,,,6235,231,192,4.176,0.165,0.165,-0.103,0.15,0.36,1.352,0.37,0.214,1.148,0.141,0.17,0.405,0.307,0.199,115.8,33.52,22.11,0.018,0.005,0.005,,,
211523263,08 37 36.995,+13 28 02.79,1,9.179,,809-1194-1,518-048110,08373700+1328027,,STAR,gri,rpm,-7.9,1.3,-1.5,1.3,,,10.98,0.07,9.593,0.027,,,10.448,0.21,9.678,0.53,8.635,0.05,,,7.07,0.021,6.403,0.021,6.235,0.02,,,,,,,,,4328,70,87,1.839,0.266,0.19,-0.104,0.2,0.28,22.816,3.99,5.746,1.31,0.437,0.219,1.13E-04,1.35E-04,4.85E-05,715.3,138.4,166.7,0.033,0.011,0.008,,,
211525557,08 17 36.835,+13 29 59.79,1,9.884,,806-1583-1,518-046873,08173684+1329598,,STAR,gri,rpm,2.3,1.1,-28.7,1.1,,,10.326,0.031,9.744,0.024,,,10.552,0.46,9.653,0.07,9.599,0.4,,,8.603,0.023,8.337,0.02,8.274,0.015,,,,,,,,,6131,180,180,4.066,0.306,0.255,-0.021,0.15,0.18,1.604,0.777,0.524,1.229,0.234,0.146,0.224,0.452,0.135,167.4,65.27,54.63,0.021,0.008,0.007,,,
211525977,08 24 19.619,+13 30 21.99,1,9.1,41189,807-883-1,518-047360,08241961+1330220,,STAR,gri,plx,-26.92,1.3,-7.34,0.67,1.11,1.33,9.118,0.022,8.706,0.018,,,10.263,0.2,9.201,0.28,8.602,0.08,,,7.784,0.023,7.567,0.018,7.502,0.02,,,,,,,,,6345,239,239,3.646,0.085,0.102,0.038,0.08,0.1,3.337,0.635,0.451,1.806,0.172,0.123,0.047,0.019,0.018,900.9,1079,1079,0.025,0.011,0.005,,,
211527172,08 27 01.816,+13 31 23.08,1,9.708,,808-1425-1,518-047533,08270181+1331231,,STAR,gri,rpm,-6.4,1.8,-7.3,1.7,,,11.398,0.123,9.866,0.04,,,10.895,0.3,9.736,0.15,9.198,0.05,,,7.91,0.021,7.364,0.026,7.189,0.029,,,,,,,,,4658,112,112,2.46,0.16,0.12,-0.038,0.15,0.18,11.479,1.538,0.986,1.421,0.317,0.264,8.98E-04,5.35E-04,2.55E-04,591.2,72.14,33.07,0.034,0.013,0.008,,,
